goodreads_book_id,tag_id,count
1.0,11305.0,37174.0
1.0,33114.0,12716.0
1.0,11743.0,9954.0
1.0,1691.0,1742.0
1.0,7457.0,958.0
2.0,11305.0,3441.0
2.0,11743.0,972.0
2.0,33114.0,865.0
2.0,22973.0,688.0
2.0,29452.0,613.0
3.0,11305.0,47478.0
3.0,33114.0,14984.0
3.0,11743.0,13239.0
3.0,1691.0,2430.0
3.0,7457.0,1898.0
5.0,11305.0,39330.0
5.0,33114.0,12856.0
5.0,11743.0,10656.0
5.0,1691.0,1982.0
5.0,7457.0,1090.0
6.0,11305.0,38378.0
6.0,33114.0,12979.0
6.0,11743.0,10249.0
6.0,1691.0,1892.0
6.0,7457.0,1032.0
8.0,11305.0,104.0
8.0,33114.0,34.0
8.0,11743.0,25.0
8.0,1691.0,7.0
8.0,7457.0,5.0
10.0,11305.0,253.0
10.0,11743.0,84.0
10.0,33114.0,78.0
10.0,1691.0,18.0
10.0,7457.0,9.0
11.0,26771.0,9773.0
11.0,11743.0,7012.0
11.0,15048.0,4397.0
11.0,11305.0,3428.0
11.0,7457.0,2829.0
13.0,26771.0,2478.0
13.0,11743.0,1979.0
13.0,15048.0,1225.0
13.0,11305.0,933.0
13.0,7457.0,551.0
21.0,21689.0,1121.0
21.0,26816.0,1040.0
21.0,15048.0,340.0
21.0,23569.0,186.0
21.0,14467.0,150.0
24.0,21689.0,1971.0
24.0,15048.0,572.0
24.0,19742.0,94.0
24.0,1691.0,85.0
24.0,4605.0,67.0
25.0,15048.0,603.0
25.0,21689.0,144.0
25.0,4605.0,138.0
25.0,19742.0,107.0
25.0,7725.0,58.0
26.0,21689.0,1104.0
26.0,15048.0,362.0
26.0,19742.0,67.0
26.0,4605.0,60.0
26.0,7725.0,38.0
27.0,21689.0,1120.0
27.0,15048.0,329.0
27.0,4605.0,61.0
27.0,19742.0,59.0
27.0,7725.0,40.0
28.0,21689.0,2006.0
28.0,15048.0,509.0
28.0,10641.0,190.0
28.0,4605.0,107.0
28.0,19742.0,101.0
29.0,21689.0,410.0
29.0,15048.0,170.0
29.0,14467.0,28.0
29.0,1642.0,26.0
29.0,25562.0,16.0
30.0,11743.0,322.0
30.0,11305.0,105.0
30.0,1691.0,92.0
30.0,10731.0,71.0
30.0,33114.0,50.0
33.0,11305.0,13690.0
33.0,7457.0,3904.0
33.0,11743.0,3758.0
33.0,1691.0,597.0
33.0,10731.0,376.0
34.0,11305.0,31618.0
34.0,7457.0,7966.0
34.0,11743.0,7187.0
34.0,1691.0,1555.0
34.0,10731.0,1020.0
36.0,11305.0,104.0
36.0,21689.0,28.0
36.0,11743.0,15.0
36.0,25562.0,11.0
36.0,1642.0,4.0
50.0,33114.0,2121.0
50.0,11743.0,1587.0
50.0,1691.0,934.0
50.0,7457.0,735.0
50.0,6960.0,154.0
67.0,14487.0,682.0
67.0,11743.0,212.0
67.0,14467.0,97.0
67.0,8055.0,23.0
67.0,2313.0,22.0
93.0,7457.0,2886.0
93.0,11743.0,858.0
93.0,33114.0,325.0
93.0,14487.0,233.0
93.0,6960.0,204.0
98.0,23005.0,208.0
98.0,21689.0,65.0
98.0,25562.0,60.0
98.0,14134.0,33.0
98.0,11221.0,27.0
105.0,26771.0,1029.0
105.0,11743.0,439.0
105.0,11305.0,210.0
105.0,7457.0,65.0
105.0,28247.0,56.0
106.0,11743.0,1080.0
106.0,11305.0,620.0
106.0,7457.0,155.0
106.0,28247.0,131.0
106.0,26816.0,80.0
112.0,26771.0,2136.0
112.0,11743.0,887.0
112.0,11305.0,478.0
112.0,28247.0,113.0
112.0,7457.0,110.0
117.0,26771.0,1151.0
117.0,11743.0,501.0
117.0,11305.0,229.0
117.0,28247.0,71.0
117.0,7457.0,68.0
119.0,11305.0,89.0
119.0,21689.0,34.0
119.0,11743.0,10.0
119.0,7457.0,5.0
119.0,1642.0,2.0
122.0,11743.0,1102.0
122.0,14487.0,465.0
122.0,1746.0,271.0
122.0,7457.0,126.0
122.0,14467.0,68.0
231.0,11743.0,536.0
231.0,8055.0,43.0
231.0,33114.0,16.0
231.0,2313.0,14.0
231.0,1642.0,10.0
249.0,11743.0,271.0
249.0,7457.0,226.0
249.0,2313.0,47.0
249.0,26138.0,24.0
249.0,21689.0,24.0
250.0,11743.0,363.0
250.0,7457.0,150.0
250.0,2313.0,32.0
250.0,10825.0,26.0
250.0,8055.0,11.0
264.0,7457.0,2632.0
264.0,11743.0,1053.0
264.0,2313.0,118.0
264.0,14487.0,116.0
264.0,26138.0,93.0
275.0,11743.0,656.0
275.0,7457.0,262.0
275.0,26138.0,155.0
275.0,12452.0,130.0
275.0,14487.0,81.0
291.0,23831.0,63.0
291.0,7457.0,36.0
291.0,23471.0,32.0
291.0,26138.0,22.0
291.0,21689.0,8.0
295.0,7457.0,8727.0
295.0,11743.0,3299.0
295.0,1691.0,1887.0
295.0,33114.0,769.0
295.0,14487.0,724.0
304.0,7457.0,830.0
304.0,11743.0,349.0
304.0,14487.0,56.0
304.0,26138.0,45.0
304.0,10641.0,38.0
320.0,7457.0,5578.0
320.0,17639.0,519.0
320.0,11743.0,262.0
320.0,1642.0,176.0
320.0,8055.0,175.0
343.0,11743.0,2637.0
343.0,14487.0,1473.0
343.0,7457.0,1307.0
343.0,14821.0,888.0
343.0,20939.0,554.0
348.0,26771.0,475.0
348.0,11743.0,204.0
348.0,11305.0,39.0
348.0,7457.0,29.0
348.0,26816.0,27.0
350.0,26771.0,3641.0
350.0,11743.0,2069.0
350.0,7457.0,914.0
350.0,11305.0,424.0
350.0,23471.0,136.0
353.0,26771.0,544.0
353.0,11743.0,252.0
353.0,11305.0,58.0
353.0,7457.0,33.0
353.0,26816.0,25.0
355.0,26771.0,326.0
355.0,11743.0,240.0
355.0,11305.0,217.0
355.0,15048.0,45.0
355.0,1691.0,18.0
357.0,11743.0,1074.0
357.0,11305.0,1018.0
357.0,26771.0,762.0
357.0,20939.0,377.0
357.0,7725.0,249.0
359.0,26771.0,422.0
359.0,11305.0,198.0
359.0,21689.0,160.0
359.0,11743.0,155.0
359.0,7725.0,113.0
360.0,26771.0,2060.0
360.0,11743.0,1318.0
360.0,15048.0,1162.0
360.0,11305.0,519.0
360.0,7725.0,381.0
365.0,11743.0,452.0
365.0,26771.0,422.0
365.0,11305.0,344.0
365.0,15048.0,295.0
365.0,20939.0,199.0
378.0,11305.0,2880.0
378.0,11743.0,1777.0
378.0,7457.0,1334.0
378.0,33114.0,999.0
378.0,1691.0,315.0
386.0,21689.0,182.0
386.0,19742.0,78.0
386.0,11743.0,56.0
386.0,4605.0,31.0
386.0,23831.0,18.0
400.0,11743.0,407.0
400.0,14487.0,128.0
400.0,8055.0,30.0
400.0,2313.0,23.0
400.0,14467.0,20.0
415.0,11743.0,378.0
415.0,14487.0,168.0
415.0,26771.0,142.0
415.0,32130.0,115.0
415.0,7457.0,79.0
424.0,21689.0,246.0
424.0,27669.0,101.0
424.0,7457.0,96.0
424.0,11743.0,73.0
424.0,16651.0,69.0
428.0,7457.0,123.0
428.0,8055.0,50.0
428.0,2313.0,23.0
428.0,1642.0,18.0
428.0,11743.0,16.0
431.0,11743.0,1071.0
431.0,20939.0,301.0
431.0,8055.0,141.0
431.0,2313.0,90.0
431.0,8517.0,89.0
432.0,11743.0,261.0
432.0,20939.0,126.0
432.0,8055.0,32.0
432.0,8517.0,27.0
432.0,2313.0,26.0
446.0,11743.0,406.0
446.0,8055.0,57.0
446.0,2313.0,35.0
446.0,11221.0,11.0
446.0,9886.0,10.0
447.0,11743.0,284.0
447.0,9886.0,8.0
447.0,26138.0,5.0
449.0,11743.0,272.0
449.0,8055.0,37.0
449.0,2313.0,14.0
449.0,7457.0,5.0
449.0,9886.0,4.0
456.0,11743.0,261.0
456.0,8055.0,33.0
456.0,2313.0,21.0
